N1_COD;GRUPO ANATÓMICO PRINCIPAL ;N23_COD;GRUPO/SUBGRUPO TERAPÉUTICO;N4_COD;FAMILIA O SUBGRUPO QUÍMICO-TERAPÉUTICO;N5_COD;PRINCIPIO ACTIVO / SUSTANCIA QUÍMICA
N;SISTEMA NERVIOSO;N05A;ANTIPSICÓTICOS;N05AH;DIAZEPINAS, OXAZEPINAS, TIAZEPINAS Y OXEPINAS;N05AH01;LOXAPINA
N;SISTEMA NERVIOSO;N05A;ANTIPSICÓTICOS;N05AH;DIAZEPINAS, OXAZEPINAS, TIAZEPINAS Y OXEPINAS;N05AH02;CLOZAPINA
N;SISTEMA NERVIOSO;N05A;ANTIPSICÓTICOS;N05AH;DIAZEPINAS, OXAZEPINAS, TIAZEPINAS Y OXEPINAS;N05AH03;OLANZAPINA
N;SISTEMA NERVIOSO;N05A;ANTIPSICÓTICOS;N05AH;DIAZEPINAS, OXAZEPINAS, TIAZEPINAS Y OXEPINAS;N05AH04;QUETIAPINA
N;SISTEMA NERVIOSO;N05A;ANTIPSICÓTICOS;N05AH;DIAZEPINAS, OXAZEPINAS, TIAZEPINAS Y OXEPINAS;N05AH05;ASENAPINA
N;SISTEMA NERVIOSO;N05A;ANTIPSICÓTICOS;N05AH;DIAZEPINAS, OXAZEPINAS, TIAZEPINAS Y OXEPINAS;N05AH06;CLOTIAPINA
N;SISTEMA NERVIOSO;N05A;ANTIPSICÓTICOS;N05AL;BENZAMIDAS;N05AL01;SULPIRIDA
N;SISTEMA NERVIOSO;N05A;ANTIPSICÓTICOS;N05AL;BENZAMIDAS;N05AL02;SULTOPRIDA
N;SISTEMA NERVIOSO;N05A;ANTIPSICÓTICOS;N05AL;BENZAMIDAS;N05AL03;TIAPRIDA
N;SISTEMA NERVIOSO;N05A;ANTIPSICÓTICOS;N05AL;BENZAMIDAS;N05AL04;REMOXIPRIDA
N;SISTEMA NERVIOSO;N05A;ANTIPSICÓTICOS;N05AL;BENZAMIDAS;N05AL05;AMISULPRIDA
N;SISTEMA NERVIOSO;N05A;ANTIPSICÓTICOS;N05AL;BENZAMIDAS;N05AL06;VERALIPRIDA
N;SISTEMA NERVIOSO;N05A;ANTIPSICÓTICOS;N05AL;BENZAMIDAS;N05AL07;LEVOSULPIRIDA
N;SISTEMA NERVIOSO;N05A;ANTIPSICÓTICOS;N05AN;LITIO;N05AN01;LITIO
N;SISTEMA NERVIOSO;N05A;ANTIPSICÓTICOS;N05AX;OTROS ANTIPSICÓTICOS;N05AX07;PROTIPENDILO
N;SISTEMA NERVIOSO;N05A;ANTIPSICÓTICOS;N05AX;OTROS ANTIPSICÓTICOS;N05AX08;RISPERIDONA
N;SISTEMA NERVIOSO;N05A;ANTIPSICÓTICOS;N05AX;OTROS ANTIPSICÓTICOS;N05AX10;MOSAPRAMINA
N;SISTEMA NERVIOSO;N05A;ANTIPSICÓTICOS;N05AX;OTROS ANTIPSICÓTICOS;N05AX11;ZOTEPINA
N;SISTEMA NERVIOSO;N05A;ANTIPSICÓTICOS;N05AX;OTROS ANTIPSICÓTICOS;N05AX12;ARIPIPRAZOL
N;SISTEMA NERVIOSO;N05A;ANTIPSICÓTICOS;N05AX;OTROS ANTIPSICÓTICOS;N05AX13;PALIPERIDONA
N;SISTEMA NERVIOSO;N05A;ANTIPSICÓTICOS;N05AX;OTROS ANTIPSICÓTICOS;N05AX14;ILOPERIDONA
N;SISTEMA NERVIOSO;N05B;ANSIOLÍTICOS;N05BA;DERIVADOS DE LA BENZODIAZEPINA;N05BA01;DIAZEPAM
N;SISTEMA NERVIOSO;N05B;ANSIOLÍTICOS;N05BA;DERIVADOS DE LA BENZODIAZEPINA;N05BA02;CLORDIAZEPÓXIDO
N;SISTEMA NERVIOSO;N05B;ANSIOLÍTICOS;N05BA;DERIVADOS DE LA BENZODIAZEPINA;N05BA03;MEDAZEPAM
N;SISTEMA NERVIOSO;N05B;ANSIOLÍTICOS;N05BA;DERIVADOS DE LA BENZODIAZEPINA;N05BA04;OXAZEPAM
N;SISTEMA NERVIOSO;N05B;ANSIOLÍTICOS;N05BA;DERIVADOS DE LA BENZODIAZEPINA;N05BA05;CLORAZEPATO DE POTASIO
N;SISTEMA NERVIOSO;N05B;ANSIOLÍTICOS;N05BA;DERIVADOS DE LA BENZODIAZEPINA;N05BA06;LORAZEPAM
N;SISTEMA NERVIOSO;N05B;ANSIOLÍTICOS;N05BA;DERIVADOS DE LA BENZODIAZEPINA;N05BA07;ANIDAZOLAM
N;SISTEMA NERVIOSO;N05B;ANSIOLÍTICOS;N05BA;DERIVADOS DE LA BENZODIAZEPINA;N05BA08;BROMAZEPAM
N;SISTEMA NERVIOSO;N05B;ANSIOLÍTICOS;N05BA;DERIVADOS DE LA BENZODIAZEPINA;N05BA09;CLOBAZAM
N;SISTEMA NERVIOSO;N05B;ANSIOLÍTICOS;N05BA;DERIVADOS DE LA BENZODIAZEPINA;N05BA10;KETAZOLAM
N;SISTEMA NERVIOSO;N05B;ANSIOLÍTICOS;N05BA;DERIVADOS DE LA BENZODIAZEPINA;N05BA11;PRAZEPAM
N;SISTEMA NERVIOSO;N05B;ANSIOLÍTICOS;N05BA;DERIVADOS DE LA BENZODIAZEPINA;N05BA12;ALPRAZOLAM
N;SISTEMA NERVIOSO;N05B;ANSIOLÍTICOS;N05BA;DERIVADOS DE LA BENZODIAZEPINA;N05BA13;HALAZEPAM
N;SISTEMA NERVIOSO;N05B;ANSIOLÍTICOS;N05BA;DERIVADOS DE LA BENZODIAZEPINA;N05BA14;PINAZEPAM
N;SISTEMA NERVIOSO;N05B;ANSIOLÍTICOS;N05BA;DERIVADOS DE LA BENZODIAZEPINA;N05BA15;CAMAZEPAM
N;SISTEMA NERVIOSO;N05B;ANSIOLÍTICOS;N05BA;DERIVADOS DE LA BENZODIAZEPINA;N05BA16;NORDAZEPAM
N;SISTEMA NERVIOSO;N05B;ANSIOLÍTICOS;N05BA;DERIVADOS DE LA BENZODIAZEPINA;N05BA17;FLUDIAZEPAM
N;SISTEMA NERVIOSO;N05B;ANSIOLÍTICOS;N05BA;DERIVADOS DE LA BENZODIAZEPINA;N05BA18;LOFLAZEPATO DE ETILO
N;SISTEMA NERVIOSO;N05B;ANSIOLÍTICOS;N05BA;DERIVADOS DE LA BENZODIAZEPINA;N05BA19;ETIZOLAM
N;SISTEMA NERVIOSO;N05B;ANSIOLÍTICOS;N05BA;DERIVADOS DE LA BENZODIAZEPINA;N05BA21;CLOTIAZEPAM
N;SISTEMA NERVIOSO;N05B;ANSIOLÍTICOS;N05BA;DERIVADOS DE LA BENZODIAZEPINA;N05BA22;CLOXAZOLAM
N;SISTEMA NERVIOSO;N05B;ANSIOLÍTICOS;N05BA;DERIVADOS DE LA BENZODIAZEPINA;N05BA23;TOFISOPAM
N;SISTEMA NERVIOSO;N05B;ANSIOLÍTICOS;N05BA;DERIVADOS DE LA BENZODIAZEPINA;N05BA56;LORAZEPAM, COMBINACIONES
N;SISTEMA NERVIOSO;N05B;ANSIOLÍTICOS;N05BB;DERIVADOS DEL DIFENILMETANO;N05BB01;HIDROXIZINA
N;SISTEMA NERVIOSO;N05B;ANSIOLÍTICOS;N05BB;DERIVADOS DEL DIFENILMETANO;N05BB02;CAPTODIAMO
N;SISTEMA NERVIOSO;N05B;ANSIOLÍTICOS;N05BB;DERIVADOS DEL DIFENILMETANO;N05BB51;HIDROXIZINA, COMBINACIONES
N;SISTEMA NERVIOSO;N05B;ANSIOLÍTICOS;N05BC;CARBAMATOS;N05BC01;MEPROBAMATO
N;SISTEMA NERVIOSO;N05B;ANSIOLÍTICOS;N05BC;CARBAMATOS;N05BC03;EMILCAMATO
N;SISTEMA NERVIOSO;N05B;ANSIOLÍTICOS;N05BC;CARBAMATOS;N05BC04;MEBUTAMATO
N;SISTEMA NERVIOSO;N05B;ANSIOLÍTICOS;N05BC;CARBAMATOS;N05BC51;MEPROBAMATO, COMBINACIONES
N;SISTEMA NERVIOSO;N05B;ANSIOLÍTICOS;N05BD;DERIVADOS DEL DIBENZO-BICICLO-OCTADIENO;N05BD01;BENZOCTAMINA
N;SISTEMA NERVIOSO;N05B;ANSIOLÍTICOS;N05BE;DERIVADOS DE LA AZASPIRODECANEDIONA;N05BE01;BUSPIRONA
N;SISTEMA NERVIOSO;N05B;ANSIOLÍTICOS;N05BX;OTROS ANSIOLÍTICOS;N05BX01;MEFENOXALONA
N;SISTEMA NERVIOSO;N05B;ANSIOLÍTICOS;N05BX;OTROS ANSIOLÍTICOS;N05BX02;GEDOCARNILO
N;SISTEMA NERVIOSO;N05B;ANSIOLÍTICOS;N05BX;OTROS ANSIOLÍTICOS;N05BX03;ETIFOXINA
N;SISTEMA NERVIOSO;N05C;HIPNÓTICOS Y SEDANTES;N05CA;BARBITÚRICOS, MONOTERAPIA;N05CA01;PENTOBARBITAL
N;SISTEMA NERVIOSO;N05C;HIPNÓTICOS Y SEDANTES;N05CA;BARBITÚRICOS, MONOTERAPIA;N05CA02;AMOBARBITAL
N;SISTEMA NERVIOSO;N05C;HIPNÓTICOS Y SEDANTES;N05CA;BARBITÚRICOS, MONOTERAPIA;N05CA03;BUTOBARBITAL
N;SISTEMA NERVIOSO;N05C;HIPNÓTICOS Y SEDANTES;N05CA;BARBITÚRICOS, MONOTERAPIA;N05CA04;BARBITAL
N;SISTEMA NERVIOSO;N05C;HIPNÓTICOS Y SEDANTES;N05CA;BARBITÚRICOS, MONOTERAPIA;N05CA05;APROBARBITAL
N;SISTEMA NERVIOSO;N05C;HIPNÓTICOS Y SEDANTES;N05CA;BARBITÚRICOS, MONOTERAPIA;N05CA06;SECOBARBITAL
N;SISTEMA NERVIOSO;N05C;HIPNÓTICOS Y SEDANTES;N05CA;BARBITÚRICOS, MONOTERAPIA;N05CA07;TALBUTAL
N;SISTEMA NERVIOSO;N05C;HIPNÓTICOS Y SEDANTES;N05CA;BARBITÚRICOS, MONOTERAPIA;N05CA08;VINILBITAL
N;SISTEMA NERVIOSO;N05C;HIPNÓTICOS Y SEDANTES;N05CA;BARBITÚRICOS, MONOTERAPIA;N05CA09;VINBARBITAL
N;SISTEMA NERVIOSO;N05C;HIPNÓTICOS Y SEDANTES;N05CA;BARBITÚRICOS, MONOTERAPIA;N05CA10;CICLOBARBITAL
N;SISTEMA NERVIOSO;N05C;HIPNÓTICOS Y SEDANTES;N05CA;BARBITÚRICOS, MONOTERAPIA;N05CA11;HEPTABARBITAL
N;SISTEMA NERVIOSO;N05C;HIPNÓTICOS Y SEDANTES;N05CA;BARBITÚRICOS, MONOTERAPIA;N05CA12;REPOSAL
N;SISTEMA NERVIOSO;N05C;HIPNÓTICOS Y SEDANTES;N05CA;BARBITÚRICOS, MONOTERAPIA;N05CA15;METOHEXITAL
N;SISTEMA NERVIOSO;N05C;HIPNÓTICOS Y SEDANTES;N05CA;BARBITÚRICOS, MONOTERAPIA;N05CA16;HEXOBARBITAL
N;SISTEMA NERVIOSO;N05C;HIPNÓTICOS Y SEDANTES;N05CA;BARBITÚRICOS, MONOTERAPIA;N05CA19;TIOPENTAL
N;SISTEMA NERVIOSO;N05C;HIPNÓTICOS Y SEDANTES;N05CA;BARBITÚRICOS, MONOTERAPIA;N05CA20;ETALOBARBITAL
N;SISTEMA NERVIOSO;N05C;HIPNÓTICOS Y SEDANTES;N05CA;BARBITÚRICOS, MONOTERAPIA;N05CA21;ALOBARBITAL
N;SISTEMA NERVIOSO;N05C;HIPNÓTICOS Y SEDANTES;N05CA;BARBITÚRICOS, MONOTERAPIA;N05CA22;PROXIBARBAL
N;SISTEMA NERVIOSO;N05C;HIPNÓTICOS Y SEDANTES;N05CB;BARBITÚRICOS, COMBINACIONES;N05CB01;BARBITÚRICOS, COMBINACIONES DE
N;SISTEMA NERVIOSO;N05C;HIPNÓTICOS Y SEDANTES;N05CB;BARBITÚRICOS, COMBINACIONES;N05CB02;BARBITÚRICOS EN COMBINACIÓN CON OTRAS DROGAS
N;SISTEMA NERVIOSO;N05C;HIPNÓTICOS Y SEDANTES;N05CC;ALDEHÍDOS Y DERIVADOS;N05CC01;HIDRATO DE CLORAL
N;SISTEMA NERVIOSO;N05C;HIPNÓTICOS Y SEDANTES;N05CC;ALDEHÍDOS Y DERIVADOS;N05CC02;CLORALODOL
N;SISTEMA NERVIOSO;N05C;HIPNÓTICOS Y SEDANTES;N05CC;ALDEHÍDOS Y DERIVADOS;N05CC03;HIDRATO DE CLORAL, ACETILGLICINAMIDA DEL
N;SISTEMA NERVIOSO;N05C;HIPNÓTICOS Y SEDANTES;N05CC;ALDEHÍDOS Y DERIVADOS;N05CC04;DICLORALFENAZONA
N;SISTEMA NERVIOSO;N05C;HIPNÓTICOS Y SEDANTES;N05CC;ALDEHÍDOS Y DERIVADOS;N05CC05;PARALDEHÍDO
N;SISTEMA NERVIOSO;N05C;HIPNÓTICOS Y SEDANTES;N05CD;DERIVADOS DE LA BENZODIAZEPINA;N05CD01;FLURAZEPAM
N;SISTEMA NERVIOSO;N05C;HIPNÓTICOS Y SEDANTES;N05CD;DERIVADOS DE LA BENZODIAZEPINA;N05CD02;NITRAZEPAM
N;SISTEMA NERVIOSO;N05C;HIPNÓTICOS Y SEDANTES;N05CD;DERIVADOS DE LA BENZODIAZEPINA;N05CD03;FLUNITRAZEPAM
N;SISTEMA NERVIOSO;N05C;HIPNÓTICOS Y SEDANTES;N05CD;DERIVADOS DE LA BENZODIAZEPINA;N05CD04;ESTAZOLAM
N;SISTEMA NERVIOSO;N05C;HIPNÓTICOS Y SEDANTES;N05CD;DERIVADOS DE LA BENZODIAZEPINA;N05CD05;TRIAZOLAM
N;SISTEMA NERVIOSO;N05C;HIPNÓTICOS Y SEDANTES;N05CD;DERIVADOS DE LA BENZODIAZEPINA;N05CD06;LORMETAZEPAM
N;SISTEMA NERVIOSO;N05C;HIPNÓTICOS Y SEDANTES;N05CD;DERIVADOS DE LA BENZODIAZEPINA;N05CD07;TEMAZEPAM
N;SISTEMA NERVIOSO;N05C;HIPNÓTICOS Y SEDANTES;N05CD;DERIVADOS DE LA BENZODIAZEPINA;N05CD08;MIDAZOLAM
N;SISTEMA NERVIOSO;N05C;HIPNÓTICOS Y SEDANTES;N05CD;DERIVADOS DE LA BENZODIAZEPINA;N05CD09;BROTIZOLAM
N;SISTEMA NERVIOSO;N05C;HIPNÓTICOS Y SEDANTES;N05CD;DERIVADOS DE LA BENZODIAZEPINA;N05CD10;QUAZEPAM
N;SISTEMA NERVIOSO;N05C;HIPNÓTICOS Y SEDANTES;N05CD;DERIVADOS DE LA BENZODIAZEPINA;N05CD11;LOPRAZOLAM
N;SISTEMA NERVIOSO;N05C;HIPNÓTICOS Y SEDANTES;N05CD;DERIVADOS DE LA BENZODIAZEPINA;N05CD12;DOXEFAZEPAM
N;SISTEMA NERVIOSO;N05C;HIPNÓTICOS Y SEDANTES;N05CD;DERIVADOS DE LA BENZODIAZEPINA;N05CD13;CINOLAZEPAM
N;SISTEMA NERVIOSO;N05C;HIPNÓTICOS Y SEDANTES;N05CE;DERIVADOS DE LA PIPERIDINEDIONA;N05CE01;GLUTETIMIDA
N;SISTEMA NERVIOSO;N05C;HIPNÓTICOS Y SEDANTES;N05CE;DERIVADOS DE LA PIPERIDINEDIONA;N05CE02;METIPRILÓN
N;SISTEMA NERVIOSO;N05C;HIPNÓTICOS Y SEDANTES;N05CE;DERIVADOS DE LA PIPERIDINEDIONA;N05CE03;PIRITILDIONA
N;SISTEMA NERVIOSO;N05C;HIPNÓTICOS Y SEDANTES;N05CF;DROGAS RELACIONADAS A LAS BENZODIAZEPINAS;N05CF01;ZOPICLONA
N;SISTEMA NERVIOSO;N05C;HIPNÓTICOS Y SEDANTES;N05CF;DROGAS RELACIONADAS A LAS BENZODIAZEPINAS;N05CF02;ZOLPIDEM
N;SISTEMA NERVIOSO;N05C;HIPNÓTICOS Y SEDANTES;N05CF;DROGAS RELACIONADAS A LAS BENZODIAZEPINAS;N05CF03;ZALEPLON
N;SISTEMA NERVIOSO;N05C;HIPNÓTICOS Y SEDANTES;N05CF;DROGAS RELACIONADAS A LAS BENZODIAZEPINAS;N05CF04;ESZOPICLONA
N;SISTEMA NERVIOSO;N05C;HIPNÓTICOS Y SEDANTES;N05CH;AGONISTAS DEL RECEPTOR DE MELATONINA;N05CH01;MELATONINA
N;SISTEMA NERVIOSO;N05C;HIPNÓTICOS Y SEDANTES;N05CH;AGONISTAS DEL RECEPTOR DE MELATONINA;N05CH02;RAMELTEÓN
N;SISTEMA NERVIOSO;N05C;HIPNÓTICOS Y SEDANTES;N05CM;OTROS HIPNÓTICOS Y SEDANTES;N05CM01;METACUALONA
N;SISTEMA NERVIOSO;N05C;HIPNÓTICOS Y SEDANTES;N05CM;OTROS HIPNÓTICOS Y SEDANTES;N05CM02;CLOMETIAZOL
N;SISTEMA NERVIOSO;N05C;HIPNÓTICOS Y SEDANTES;N05CM;OTROS HIPNÓTICOS Y SEDANTES;N05CM03;BROMISOVAL
N;SISTEMA NERVIOSO;N05C;HIPNÓTICOS Y SEDANTES;N05CM;OTROS HIPNÓTICOS Y SEDANTES;N05CM04;CARBROMAL
N;SISTEMA NERVIOSO;N05C;HIPNÓTICOS Y SEDANTES;N05CM;OTROS HIPNÓTICOS Y SEDANTES;N05CM05;ESCOPOLAMINA
N;SISTEMA NERVIOSO;N05C;HIPNÓTICOS Y SEDANTES;N05CM;OTROS HIPNÓTICOS Y SEDANTES;N05CM06;PROPIOMAZINA
N;SISTEMA NERVIOSO;N05C;HIPNÓTICOS Y SEDANTES;N05CM;OTROS HIPNÓTICOS Y SEDANTES;N05CM07;TRICLOFÓS
N;SISTEMA NERVIOSO;N05C;HIPNÓTICOS Y SEDANTES;N05CM;OTROS HIPNÓTICOS Y SEDANTES;N05CM08;ETCLORVINOL
N;SISTEMA NERVIOSO;N05C;HIPNÓTICOS Y SEDANTES;N05CM;OTROS HIPNÓTICOS Y SEDANTES;N05CM09;VALERIANAE RADIX
N;SISTEMA NERVIOSO;N05C;HIPNÓTICOS Y SEDANTES;N05CM;OTROS HIPNÓTICOS Y SEDANTES;N05CM10;HEXAPROPIMATO
N;SISTEMA NERVIOSO;N05C;HIPNÓTICOS Y SEDANTES;N05CM;OTROS HIPNÓTICOS Y SEDANTES;N05CM11;BROMUROS
N;SISTEMA NERVIOSO;N05C;HIPNÓTICOS Y SEDANTES;N05CM;OTROS HIPNÓTICOS Y SEDANTES;N05CM12;APRONAL
N;SISTEMA NERVIOSO;N05C;HIPNÓTICOS Y SEDANTES;N05CM;OTROS HIPNÓTICOS Y SEDANTES;N05CM13;VALNOCTAMIDA
N;SISTEMA NERVIOSO;N05C;HIPNÓTICOS Y SEDANTES;N05CM;OTROS HIPNÓTICOS Y SEDANTES;N05CM15;METILPENTINOL
N;SISTEMA NERVIOSO;N05C;HIPNÓTICOS Y SEDANTES;N05CM;OTROS HIPNÓTICOS Y SEDANTES;N05CM16;NIAPRAZINA
N;SISTEMA NERVIOSO;N05C;HIPNÓTICOS Y SEDANTES;N05CM;OTROS HIPNÓTICOS Y SEDANTES;N05CM18;DEXMEDETOMIDINA
N;SISTEMA NERVIOSO;N05C;HIPNÓTICOS Y SEDANTES;N05CX;HIPNÓTICOS Y SEDANTES EN COMBINACIÓN, EXCLUIDOS BARBITÚRICOS;N05CX01;MEPROBAMATO, COMBINACIONES
N;SISTEMA NERVIOSO;N05C;HIPNÓTICOS Y SEDANTES;N05CX;HIPNÓTICOS Y SEDANTES EN COMBINACIÓN, EXCLUIDOS BARBITÚRICOS;N05CX02;METACUALONA, COMBINACIONES
N;SISTEMA NERVIOSO;N05C;HIPNÓTICOS Y SEDANTES;N05CX;HIPNÓTICOS Y SEDANTES EN COMBINACIÓN, EXCLUIDOS BARBITÚRICOS;N05CX03;METILPENTINOL, COMBINACIONES
N;SISTEMA NERVIOSO;N05C;HIPNÓTICOS Y SEDANTES;N05CX;HIPNÓTICOS Y SEDANTES EN COMBINACIÓN, EXCLUIDOS BARBITÚRICOS;N05CX04;CLOMETIAZOL, COMBINACIONES
N;SISTEMA NERVIOSO;N05C;HIPNÓTICOS Y SEDANTES;N05CX;HIPNÓTICOS Y SEDANTES EN COMBINACIÓN, EXCLUIDOS BARBITÚRICOS;N05CX05;EMEPRONIO, COMBINACIONES
N;SISTEMA NERVIOSO;N05C;HIPNÓTICOS Y SEDANTES;N05CX;HIPNÓTICOS Y SEDANTES EN COMBINACIÓN, EXCLUIDOS BARBITÚRICOS;N05CX06;DIPIPERONILAMINOETANOL, COMBINACIONES
N;SISTEMA NERVIOSO;N06A;ANTIDEPRESIVOS;N06AA;INHIBIDORES NO SELECTIVOS DE LA RECAPTACIÓN DE MONOAMINAS;N06AA01;DESIPRAMINA
N;SISTEMA NERVIOSO;N06A;ANTIDEPRESIVOS;N06AA;INHIBIDORES NO SELECTIVOS DE LA RECAPTACIÓN DE MONOAMINAS;N06AA02;IMIPRAMINA
N;SISTEMA NERVIOSO;N06A;ANTIDEPRESIVOS;N06AA;INHIBIDORES NO SELECTIVOS DE LA RECAPTACIÓN DE MONOAMINAS;N06AA03;IMIPRAMINÓXIDO
N;SISTEMA NERVIOSO;N06A;ANTIDEPRESIVOS;N06AA;INHIBIDORES NO SELECTIVOS DE LA RECAPTACIÓN DE MONOAMINAS;N06AA04;CLOMIPRAMINA
N;SISTEMA NERVIOSO;N06A;ANTIDEPRESIVOS;N06AA;INHIBIDORES NO SELECTIVOS DE LA RECAPTACIÓN DE MONOAMINAS;N06AA05;OPIPRAMOL
N;SISTEMA NERVIOSO;N06A;ANTIDEPRESIVOS;N06AA;INHIBIDORES NO SELECTIVOS DE LA RECAPTACIÓN DE MONOAMINAS;N06AA06;TRIMIPRAMINA
N;SISTEMA NERVIOSO;N06A;ANTIDEPRESIVOS;N06AA;INHIBIDORES NO SELECTIVOS DE LA RECAPTACIÓN DE MONOAMINAS;N06AA07;LOFEPRAMINA
N;SISTEMA NERVIOSO;N06A;ANTIDEPRESIVOS;N06AA;INHIBIDORES NO SELECTIVOS DE LA RECAPTACIÓN DE MONOAMINAS;N06AA08;DIBENZEPINA
N;SISTEMA NERVIOSO;N06A;ANTIDEPRESIVOS;N06AA;INHIBIDORES NO SELECTIVOS DE LA RECAPTACIÓN DE MONOAMINAS;N06AA09;AMITRIPTILINA
N;SISTEMA NERVIOSO;N06A;ANTIDEPRESIVOS;N06AA;INHIBIDORES NO SELECTIVOS DE LA RECAPTACIÓN DE MONOAMINAS;N06AA10;NORTRIPTILINA
N;SISTEMA NERVIOSO;N06A;ANTIDEPRESIVOS;N06AA;INHIBIDORES NO SELECTIVOS DE LA RECAPTACIÓN DE MONOAMINAS;N06AA11;PROTRIPTILINA
N;SISTEMA NERVIOSO;N06A;ANTIDEPRESIVOS;N06AA;INHIBIDORES NO SELECTIVOS DE LA RECAPTACIÓN DE MONOAMINAS;N06AA12;DOXEPINA
N;SISTEMA NERVIOSO;N06A;ANTIDEPRESIVOS;N06AA;INHIBIDORES NO SELECTIVOS DE LA RECAPTACIÓN DE MONOAMINAS;N06AA13;IPRINDOL
N;SISTEMA NERVIOSO;N06A;ANTIDEPRESIVOS;N06AA;INHIBIDORES NO SELECTIVOS DE LA RECAPTACIÓN DE MONOAMINAS;N06AA14;MELITRACENO
N;SISTEMA NERVIOSO;N06A;ANTIDEPRESIVOS;N06AA;INHIBIDORES NO SELECTIVOS DE LA RECAPTACIÓN DE MONOAMINAS;N06AA15;BUTRIPTILINA
N;SISTEMA NERVIOSO;N06A;ANTIDEPRESIVOS;N06AA;INHIBIDORES NO SELECTIVOS DE LA RECAPTACIÓN DE MONOAMINAS;N06AA16;DOSULEPINA
N;SISTEMA NERVIOSO;N06A;ANTIDEPRESIVOS;N06AA;INHIBIDORES NO SELECTIVOS DE LA RECAPTACIÓN DE MONOAMINAS;N06AA17;AMOXAPINA
N;SISTEMA NERVIOSO;N06A;ANTIDEPRESIVOS;N06AA;INHIBIDORES NO SELECTIVOS DE LA RECAPTACIÓN DE MONOAMINAS;N06AA18;DIMETACRINA
N;SISTEMA NERVIOSO;N06A;ANTIDEPRESIVOS;N06AA;INHIBIDORES NO SELECTIVOS DE LA RECAPTACIÓN DE MONOAMINAS;N06AA19;AMINEPTINO
N;SISTEMA NERVIOSO;N06A;ANTIDEPRESIVOS;N06AA;INHIBIDORES NO SELECTIVOS DE LA RECAPTACIÓN DE MONOAMINAS;N06AA21;MAPROTILINA
N;SISTEMA NERVIOSO;N06A;ANTIDEPRESIVOS;N06AA;INHIBIDORES NO SELECTIVOS DE LA RECAPTACIÓN DE MONOAMINAS;N06AA23;QUINUPRAMINA
N;SISTEMA NERVIOSO;N06A;ANTIDEPRESIVOS;N06AB;INHIBIDORES SELECTIVOS DE LA RECAPTACIÓN DE SEROTONINA;N06AB02;ZIMELDINA
N;SISTEMA NERVIOSO;N06A;ANTIDEPRESIVOS;N06AB;INHIBIDORES SELECTIVOS DE LA RECAPTACIÓN DE SEROTONINA;N06AB03;FLUOXETINA
N;SISTEMA NERVIOSO;N06A;ANTIDEPRESIVOS;N06AB;INHIBIDORES SELECTIVOS DE LA RECAPTACIÓN DE SEROTONINA;N06AB04;CITALOPRAM
N;SISTEMA NERVIOSO;N06A;ANTIDEPRESIVOS;N06AB;INHIBIDORES SELECTIVOS DE LA RECAPTACIÓN DE SEROTONINA;N06AB05;PAROXETINA
N;SISTEMA NERVIOSO;N06A;ANTIDEPRESIVOS;N06AB;INHIBIDORES SELECTIVOS DE LA RECAPTACIÓN DE SEROTONINA;N06AB06;SERTRALINA
N;SISTEMA NERVIOSO;N06A;ANTIDEPRESIVOS;N06AB;INHIBIDORES SELECTIVOS DE LA RECAPTACIÓN DE SEROTONINA;N06AB07;ALAPROCLATO
N;SISTEMA NERVIOSO;N06A;ANTIDEPRESIVOS;N06AB;INHIBIDORES SELECTIVOS DE LA RECAPTACIÓN DE SEROTONINA;N06AB08;FLUVOXAMINA
N;SISTEMA NERVIOSO;N06A;ANTIDEPRESIVOS;N06AB;INHIBIDORES SELECTIVOS DE LA RECAPTACIÓN DE SEROTONINA;N06AB09;ETOPERIDONA
N;SISTEMA NERVIOSO;N06A;ANTIDEPRESIVOS;N06AB;INHIBIDORES SELECTIVOS DE LA RECAPTACIÓN DE SEROTONINA;N06AB10;ESCITALOPRAM
N;SISTEMA NERVIOSO;N06A;ANTIDEPRESIVOS;N06AF;INHIBIDORES NO SELECTIVOS DE LA MONOAMINOOXIDASA;N06AF01;ISOCARBOXAZIDA
N;SISTEMA NERVIOSO;N06A;ANTIDEPRESIVOS;N06AF;INHIBIDORES NO SELECTIVOS DE LA MONOAMINOOXIDASA;N06AF02;NIALAMIDA
N;SISTEMA NERVIOSO;N06A;ANTIDEPRESIVOS;N06AF;INHIBIDORES NO SELECTIVOS DE LA MONOAMINOOXIDASA;N06AF03;FENELZINA
N;SISTEMA NERVIOSO;N06A;ANTIDEPRESIVOS;N06AF;INHIBIDORES NO SELECTIVOS DE LA MONOAMINOOXIDASA;N06AF04;TRANILCIPROMINA
N;SISTEMA NERVIOSO;N06A;ANTIDEPRESIVOS;N06AF;INHIBIDORES NO SELECTIVOS DE LA MONOAMINOOXIDASA;N06AF05;IPRONIAZIDA
N;SISTEMA NERVIOSO;N06A;ANTIDEPRESIVOS;N06AF;INHIBIDORES NO SELECTIVOS DE LA MONOAMINOOXIDASA;N06AF06;IPROCLOZIDA
N;SISTEMA NERVIOSO;N06A;ANTIDEPRESIVOS;N06AG;INHIBIDORES DE LA MONOAMINOOXIDASA A;N06AG02;MOCLOBEMIDA
N;SISTEMA NERVIOSO;N06A;ANTIDEPRESIVOS;N06AG;INHIBIDORES DE LA MONOAMINOOXIDASA A;N06AG03;TOLOXATONA
