N1_COD;GRUPO ANATÓMICO PRINCIPAL ;N23_COD;GRUPO/SUBGRUPO TERAPÉUTICO;N4_COD;FAMILIA O SUBGRUPO QUÍMICO-TERAPÉUTICO;N5_COD;PRINCIPIO ACTIVO / SUSTANCIA QUÍMICA
A;TRACTO ALIMENTARIO Y METABOLISMO;A03A;AGENTES CONTRA PADECIMIENTOS FUNCIONALES GASTROINTESTINALES;A03AA;ANTICOLINÉRGICOS SINTÉTICOS, ÉSTERES CON GRUPO AMINO TERCIARIO;A03AA06;ROCIVERINA
A;TRACTO ALIMENTARIO Y METABOLISMO;A03A;AGENTES CONTRA PADECIMIENTOS FUNCIONALES GASTROINTESTINALES;A03AA;ANTICOLINÉRGICOS SINTÉTICOS, ÉSTERES CON GRUPO AMINO TERCIARIO;A03AA07;DICICLOVERINA
A;TRACTO ALIMENTARIO Y METABOLISMO;A03A;AGENTES CONTRA PADECIMIENTOS FUNCIONALES GASTROINTESTINALES;A03AA;ANTICOLINÉRGICOS SINTÉTICOS, ÉSTERES CON GRUPO AMINO TERCIARIO;A03AA08;DIHEXIVERINA
A;TRACTO ALIMENTARIO Y METABOLISMO;A03A;AGENTES CONTRA PADECIMIENTOS FUNCIONALES GASTROINTESTINALES;A03AA;ANTICOLINÉRGICOS SINTÉTICOS, ÉSTERES CON GRUPO AMINO TERCIARIO;A03AA09;DIFEMERINA
A;TRACTO ALIMENTARIO Y METABOLISMO;A03A;AGENTES CONTRA PADECIMIENTOS FUNCIONALES GASTROINTESTINALES;A03AA;ANTICOLINÉRGICOS SINTÉTICOS, ÉSTERES CON GRUPO AMINO TERCIARIO;A03AA30;PIPERIDOLATO
A;TRACTO ALIMENTARIO Y METABOLISMO;A03A;AGENTES CONTRA PADECIMIENTOS FUNCIONALES GASTROINTESTINALES;A03AB;ANTICOLINÉRGICOS SINTÉTICOS, COMPUESTOS DE AMONIO CUATERNARIO;A03AB01;BENCILONA
A;TRACTO ALIMENTARIO Y METABOLISMO;A03A;AGENTES CONTRA PADECIMIENTOS FUNCIONALES GASTROINTESTINALES;A03AB;ANTICOLINÉRGICOS SINTÉTICOS, COMPUESTOS DE AMONIO CUATERNARIO;A03AB02;GLICOPIRRONIO BROMURO DE
A;TRACTO ALIMENTARIO Y METABOLISMO;A03A;AGENTES CONTRA PADECIMIENTOS FUNCIONALES GASTROINTESTINALES;A03AB;ANTICOLINÉRGICOS SINTÉTICOS, COMPUESTOS DE AMONIO CUATERNARIO;A03AB03;OXIFENONIO
A;TRACTO ALIMENTARIO Y METABOLISMO;A03A;AGENTES CONTRA PADECIMIENTOS FUNCIONALES GASTROINTESTINALES;A03AB;ANTICOLINÉRGICOS SINTÉTICOS, COMPUESTOS DE AMONIO CUATERNARIO;A03AB04;PENTIENATO
A;TRACTO ALIMENTARIO Y METABOLISMO;A03A;AGENTES CONTRA PADECIMIENTOS FUNCIONALES GASTROINTESTINALES;A03AB;ANTICOLINÉRGICOS SINTÉTICOS, COMPUESTOS DE AMONIO CUATERNARIO;A03AB05;PROPANTELINA
A;TRACTO ALIMENTARIO Y METABOLISMO;A03A;AGENTES CONTRA PADECIMIENTOS FUNCIONALES GASTROINTESTINALES;A03AB;ANTICOLINÉRGICOS SINTÉTICOS, COMPUESTOS DE AMONIO CUATERNARIO;A03AB06;OTILONIO, BROMURO DE
A;TRACTO ALIMENTARIO Y METABOLISMO;A03A;AGENTES CONTRA PADECIMIENTOS FUNCIONALES GASTROINTESTINALES;A03AB;ANTICOLINÉRGICOS SINTÉTICOS, COMPUESTOS DE AMONIO CUATERNARIO;A03AB07;METANTELINIO
A;TRACTO ALIMENTARIO Y METABOLISMO;A03A;AGENTES CONTRA PADECIMIENTOS FUNCIONALES GASTROINTESTINALES;A03AB;ANTICOLINÉRGICOS SINTÉTICOS, COMPUESTOS DE AMONIO CUATERNARIO;A03AB08;TRIDIHEXETILO
A;TRACTO ALIMENTARIO Y METABOLISMO;A03A;AGENTES CONTRA PADECIMIENTOS FUNCIONALES GASTROINTESTINALES;A03AB;ANTICOLINÉRGICOS SINTÉTICOS, COMPUESTOS DE AMONIO CUATERNARIO;A03AB09;ISOPROPAMIDA
A;TRACTO ALIMENTARIO Y METABOLISMO;A03A;AGENTES CONTRA PADECIMIENTOS FUNCIONALES GASTROINTESTINALES;A03AB;ANTICOLINÉRGICOS SINTÉTICOS, COMPUESTOS DE AMONIO CUATERNARIO;A03AB10;HEXOCICLO
A;TRACTO ALIMENTARIO Y METABOLISMO;A03A;AGENTES CONTRA PADECIMIENTOS FUNCIONALES GASTROINTESTINALES;A03AB;ANTICOLINÉRGICOS SINTÉTICOS, COMPUESTOS DE AMONIO CUATERNARIO;A03AB11;POLDINA
A;TRACTO ALIMENTARIO Y METABOLISMO;A03A;AGENTES CONTRA PADECIMIENTOS FUNCIONALES GASTROINTESTINALES;A03AB;ANTICOLINÉRGICOS SINTÉTICOS, COMPUESTOS DE AMONIO CUATERNARIO;A03AB12;MEPENZOLATO
A;TRACTO ALIMENTARIO Y METABOLISMO;A03A;AGENTES CONTRA PADECIMIENTOS FUNCIONALES GASTROINTESTINALES;A03AB;ANTICOLINÉRGICOS SINTÉTICOS, COMPUESTOS DE AMONIO CUATERNARIO;A03AB13;BEVONIO
A;TRACTO ALIMENTARIO Y METABOLISMO;A03A;AGENTES CONTRA PADECIMIENTOS FUNCIONALES GASTROINTESTINALES;A03AB;ANTICOLINÉRGICOS SINTÉTICOS, COMPUESTOS DE AMONIO CUATERNARIO;A03AB14;PIPENZOLATO
A;TRACTO ALIMENTARIO Y METABOLISMO;A03A;AGENTES CONTRA PADECIMIENTOS FUNCIONALES GASTROINTESTINALES;A03AB;ANTICOLINÉRGICOS SINTÉTICOS, COMPUESTOS DE AMONIO CUATERNARIO;A03AB15;DIFEMANILO
A;TRACTO ALIMENTARIO Y METABOLISMO;A03A;AGENTES CONTRA PADECIMIENTOS FUNCIONALES GASTROINTESTINALES;A03AB;ANTICOLINÉRGICOS SINTÉTICOS, COMPUESTOS DE AMONIO CUATERNARIO;A03AB16;(2-BENZHIDROXILOXIETIL)DIETIL-METILAMONIO, IODURO DE
A;TRACTO ALIMENTARIO Y METABOLISMO;A03A;AGENTES CONTRA PADECIMIENTOS FUNCIONALES GASTROINTESTINALES;A03AB;ANTICOLINÉRGICOS SINTÉTICOS, COMPUESTOS DE AMONIO CUATERNARIO;A03AB17;TIEMONIO, IODURO DE
A;TRACTO ALIMENTARIO Y METABOLISMO;A03A;AGENTES CONTRA PADECIMIENTOS FUNCIONALES GASTROINTESTINALES;A03AB;ANTICOLINÉRGICOS SINTÉTICOS, COMPUESTOS DE AMONIO CUATERNARIO;A03AB18;PRIFINIO, BROMURO DE
A;TRACTO ALIMENTARIO Y METABOLISMO;A03A;AGENTES CONTRA PADECIMIENTOS FUNCIONALES GASTROINTESTINALES;A03AB;ANTICOLINÉRGICOS SINTÉTICOS, COMPUESTOS DE AMONIO CUATERNARIO;A03AB19;TIMEPIDIO, BROMURO DE
A;TRACTO ALIMENTARIO Y METABOLISMO;A03A;AGENTES CONTRA PADECIMIENTOS FUNCIONALES GASTROINTESTINALES;A03AB;ANTICOLINÉRGICOS SINTÉTICOS, COMPUESTOS DE AMONIO CUATERNARIO;A03AB21;FENPIVERINIO
A;TRACTO ALIMENTARIO Y METABOLISMO;A03A;AGENTES CONTRA PADECIMIENTOS FUNCIONALES GASTROINTESTINALES;A03AB;ANTICOLINÉRGICOS SINTÉTICOS, COMPUESTOS DE AMONIO CUATERNARIO;A03AB53;OXIFENONIO, COMBINACIONES
A;TRACTO ALIMENTARIO Y METABOLISMO;A03A;AGENTES CONTRA PADECIMIENTOS FUNCIONALES GASTROINTESTINALES;A03AC;ANTIESPASMÓDICOS SINTÉTICOS, AMIDAS CON AMINAS TERCIARIAS;A03AC02;DIMELAMINOPROPIONILFENOTIAZINA
A;TRACTO ALIMENTARIO Y METABOLISMO;A03A;AGENTES CONTRA PADECIMIENTOS FUNCIONALES GASTROINTESTINALES;A03AC;ANTIESPASMÓDICOS SINTÉTICOS, AMIDAS CON AMINAS TERCIARIAS;A03AC04;NICOFETAMIDA
A;TRACTO ALIMENTARIO Y METABOLISMO;A03A;AGENTES CONTRA PADECIMIENTOS FUNCIONALES GASTROINTESTINALES;A03AC;ANTIESPASMÓDICOS SINTÉTICOS, AMIDAS CON AMINAS TERCIARIAS;A03AC05;TIROPRAMIDA
A;TRACTO ALIMENTARIO Y METABOLISMO;A03A;AGENTES CONTRA PADECIMIENTOS FUNCIONALES GASTROINTESTINALES;A03AD;PAPAVERINA Y DERIVADOS;A03AD01;PAPAVERINA
A;TRACTO ALIMENTARIO Y METABOLISMO;A03A;AGENTES CONTRA PADECIMIENTOS FUNCIONALES GASTROINTESTINALES;A03AD;PAPAVERINA Y DERIVADOS;A03AD02;DROTAVERINA
A;TRACTO ALIMENTARIO Y METABOLISMO;A03A;AGENTES CONTRA PADECIMIENTOS FUNCIONALES GASTROINTESTINALES;A03AD;PAPAVERINA Y DERIVADOS;A03AD30;MOXAVERINA
A;TRACTO ALIMENTARIO Y METABOLISMO;A03A;AGENTES CONTRA PADECIMIENTOS FUNCIONALES GASTROINTESTINALES;A03AE;ANTAGONISTAS DE LOS RECEPTORES DE SERETONINA;A03AE01;ALOSETRÓN
A;TRACTO ALIMENTARIO Y METABOLISMO;A03A;AGENTES CONTRA PADECIMIENTOS FUNCIONALES GASTROINTESTINALES;A03AE;ANTAGONISTAS DE LOS RECEPTORES DE SERETONINA;A03AE03;CILANSETRÓN
A;TRACTO ALIMENTARIO Y METABOLISMO;A03A;AGENTES CONTRA PADECIMIENTOS FUNCIONALES GASTROINTESTINALES;A03AX;OTROS AGENTES CONTRA PADECIMIENTOS FUNCIONALES GASTROINTESTINALES;A03AX01;FENPIPRANO
A;TRACTO ALIMENTARIO Y METABOLISMO;A03A;AGENTES CONTRA PADECIMIENTOS FUNCIONALES GASTROINTESTINALES;A03AX;OTROS AGENTES CONTRA PADECIMIENTOS FUNCIONALES GASTROINTESTINALES;A03AX02;DIISOPROMINA
A;TRACTO ALIMENTARIO Y METABOLISMO;A03A;AGENTES CONTRA PADECIMIENTOS FUNCIONALES GASTROINTESTINALES;A03AX;OTROS AGENTES CONTRA PADECIMIENTOS FUNCIONALES GASTROINTESTINALES;A03AX03;CLORBENZOXAMINA
A;TRACTO ALIMENTARIO Y METABOLISMO;A03A;AGENTES CONTRA PADECIMIENTOS FUNCIONALES GASTROINTESTINALES;A03AX;OTROS AGENTES CONTRA PADECIMIENTOS FUNCIONALES GASTROINTESTINALES;A03AX04;PINAVERIO
A;TRACTO ALIMENTARIO Y METABOLISMO;A03A;AGENTES CONTRA PADECIMIENTOS FUNCIONALES GASTROINTESTINALES;A03AX;OTROS AGENTES CONTRA PADECIMIENTOS FUNCIONALES GASTROINTESTINALES;A03AX05;FENOVERINA
A;TRACTO ALIMENTARIO Y METABOLISMO;A03A;AGENTES CONTRA PADECIMIENTOS FUNCIONALES GASTROINTESTINALES;A03AX;OTROS AGENTES CONTRA PADECIMIENTOS FUNCIONALES GASTROINTESTINALES;A03AX06;IDANPRAMINA
A;TRACTO ALIMENTARIO Y METABOLISMO;A03A;AGENTES CONTRA PADECIMIENTOS FUNCIONALES GASTROINTESTINALES;A03AX;OTROS AGENTES CONTRA PADECIMIENTOS FUNCIONALES GASTROINTESTINALES;A03AX07;PROXAZOL
A;TRACTO ALIMENTARIO Y METABOLISMO;A03A;AGENTES CONTRA PADECIMIENTOS FUNCIONALES GASTROINTESTINALES;A03AX;OTROS AGENTES CONTRA PADECIMIENTOS FUNCIONALES GASTROINTESTINALES;A03AX08;ALVERINA
A;TRACTO ALIMENTARIO Y METABOLISMO;A03A;AGENTES CONTRA PADECIMIENTOS FUNCIONALES GASTROINTESTINALES;A03AX;OTROS AGENTES CONTRA PADECIMIENTOS FUNCIONALES GASTROINTESTINALES;A03AX09;TREPIBUTONA
A;TRACTO ALIMENTARIO Y METABOLISMO;A03A;AGENTES CONTRA PADECIMIENTOS FUNCIONALES GASTROINTESTINALES;A03AX;OTROS AGENTES CONTRA PADECIMIENTOS FUNCIONALES GASTROINTESTINALES;A03AX10;ISOMETEPTENO
A;TRACTO ALIMENTARIO Y METABOLISMO;A03A;AGENTES CONTRA PADECIMIENTOS FUNCIONALES GASTROINTESTINALES;A03AX;OTROS AGENTES CONTRA PADECIMIENTOS FUNCIONALES GASTROINTESTINALES;A03AX11;CAROVERINA
A;TRACTO ALIMENTARIO Y METABOLISMO;A03A;AGENTES CONTRA PADECIMIENTOS FUNCIONALES GASTROINTESTINALES;A03AX;OTROS AGENTES CONTRA PADECIMIENTOS FUNCIONALES GASTROINTESTINALES;A03AX12;FLOROGLUCINOL
A;TRACTO ALIMENTARIO Y METABOLISMO;A03A;AGENTES CONTRA PADECIMIENTOS FUNCIONALES GASTROINTESTINALES;A03AX;OTROS AGENTES CONTRA PADECIMIENTOS FUNCIONALES GASTROINTESTINALES;A03AX13;SILICONAS
A;TRACTO ALIMENTARIO Y METABOLISMO;A03A;AGENTES CONTRA PADECIMIENTOS FUNCIONALES GASTROINTESTINALES;A03AX;OTROS AGENTES CONTRA PADECIMIENTOS FUNCIONALES GASTROINTESTINALES;A03AX30;TRIMETILDIFENILPROPILAMINA
A;TRACTO ALIMENTARIO Y METABOLISMO;A03A;AGENTES CONTRA PADECIMIENTOS FUNCIONALES GASTROINTESTINALES;A03AX;OTROS AGENTES CONTRA PADECIMIENTOS FUNCIONALES GASTROINTESTINALES;A03AX58;ALVERINA, COMBINACIONES
A;TRACTO ALIMENTARIO Y METABOLISMO;A03B;BELLADONA Y DERIVADOS, MONOTERAPIA;A03BA;ALCALOIDES DE LA BELLADONA, AMINAS TERCIARIAS;A03BA01;ATROPINA
A;TRACTO ALIMENTARIO Y METABOLISMO;A03B;BELLADONA Y DERIVADOS, MONOTERAPIA;A03BA;ALCALOIDES DE LA BELLADONA, AMINAS TERCIARIAS;A03BA03;HIOSCIAMINA
A;TRACTO ALIMENTARIO Y METABOLISMO;A03B;BELLADONA Y DERIVADOS, MONOTERAPIA;A03BA;ALCALOIDES DE LA BELLADONA, AMINAS TERCIARIAS;A03BA04;BELLADONA, ALCALOIDES TOTALES DE
A;TRACTO ALIMENTARIO Y METABOLISMO;A03B;BELLADONA Y DERIVADOS, MONOTERAPIA;A03BB;ALCALOIDES SEMISINTÉTICOS DE LA BELLADONA, COMPUESTOS DE AMONIO CUATERNARIO;A03BB01;BUTILESCOPOLAMINA
A;TRACTO ALIMENTARIO Y METABOLISMO;A03B;BELLADONA Y DERIVADOS, MONOTERAPIA;A03BB;ALCALOIDES SEMISINTÉTICOS DE LA BELLADONA, COMPUESTOS DE AMONIO CUATERNARIO;A03BB02;METILATROPINA
A;TRACTO ALIMENTARIO Y METABOLISMO;A03B;BELLADONA Y DERIVADOS, MONOTERAPIA;A03BB;ALCALOIDES SEMISINTÉTICOS DE LA BELLADONA, COMPUESTOS DE AMONIO CUATERNARIO;A03BB03;METILESCOPOLAMINA
A;TRACTO ALIMENTARIO Y METABOLISMO;A03B;BELLADONA Y DERIVADOS, MONOTERAPIA;A03BB;ALCALOIDES SEMISINTÉTICOS DE LA BELLADONA, COMPUESTOS DE AMONIO CUATERNARIO;A03BB04;FENTONIO
A;TRACTO ALIMENTARIO Y METABOLISMO;A03B;BELLADONA Y DERIVADOS, MONOTERAPIA;A03BB;ALCALOIDES SEMISINTÉTICOS DE LA BELLADONA, COMPUESTOS DE AMONIO CUATERNARIO;A03BB05;CIMETROPIO, BROMURO DE
A;TRACTO ALIMENTARIO Y METABOLISMO;A03C;ANTIESPASMÓDICOS EN COMBINACIÓN CON PSICOLÉPTICOS;A03CA;AGENTES ANTICOLINÉRGICOS SINTÉTICOS EN COMBINACIÓN CON PSICOLÉPTICOS;A03CA01;ISOPROPAMIDA Y PSICOLÉPTICOS
A;TRACTO ALIMENTARIO Y METABOLISMO;A03C;ANTIESPASMÓDICOS EN COMBINACIÓN CON PSICOLÉPTICOS;A03CA;AGENTES ANTICOLINÉRGICOS SINTÉTICOS EN COMBINACIÓN CON PSICOLÉPTICOS;A03CA02;CLIDINIO Y PSICOLÉPTICOS
A;TRACTO ALIMENTARIO Y METABOLISMO;A03C;ANTIESPASMÓDICOS EN COMBINACIÓN CON PSICOLÉPTICOS;A03CA;AGENTES ANTICOLINÉRGICOS SINTÉTICOS EN COMBINACIÓN CON PSICOLÉPTICOS;A03CA03;OXIFENCICLIMINA Y PSICOLÉPTICOS
A;TRACTO ALIMENTARIO Y METABOLISMO;A03C;ANTIESPASMÓDICOS EN COMBINACIÓN CON PSICOLÉPTICOS;A03CA;AGENTES ANTICOLINÉRGICOS SINTÉTICOS EN COMBINACIÓN CON PSICOLÉPTICOS;A03CA04;OTILONIO, BROMURO DE, Y PSICOLÉPTICOS
A;TRACTO ALIMENTARIO Y METABOLISMO;A03C;ANTIESPASMÓDICOS EN COMBINACIÓN CON PSICOLÉPTICOS;A03CA;AGENTES ANTICOLINÉRGICOS SINTÉTICOS EN COMBINACIÓN CON PSICOLÉPTICOS;A03CA05;GLICOPIRRONIO BROMURO DE Y PSICOLÉPTICOS
A;TRACTO ALIMENTARIO Y METABOLISMO;A03C;ANTIESPASMÓDICOS EN COMBINACIÓN CON PSICOLÉPTICOS;A03CA;AGENTES ANTICOLINÉRGICOS SINTÉTICOS EN COMBINACIÓN CON PSICOLÉPTICOS;A03CA06;BEVONIO Y PSICOLÉPTICOS
A;TRACTO ALIMENTARIO Y METABOLISMO;A03C;ANTIESPASMÓDICOS EN COMBINACIÓN CON PSICOLÉPTICOS;A03CA;AGENTES ANTICOLINÉRGICOS SINTÉTICOS EN COMBINACIÓN CON PSICOLÉPTICOS;A03CA07;AMBUTONIO Y PSICOLÉPTICOS
A;TRACTO ALIMENTARIO Y METABOLISMO;A03C;ANTIESPASMÓDICOS EN COMBINACIÓN CON PSICOLÉPTICOS;A03CA;AGENTES ANTICOLINÉRGICOS SINTÉTICOS EN COMBINACIÓN CON PSICOLÉPTICOS;A03CA08;DIFEMANILO Y PSICOLÉPTICOS
A;TRACTO ALIMENTARIO Y METABOLISMO;A03C;ANTIESPASMÓDICOS EN COMBINACIÓN CON PSICOLÉPTICOS;A03CA;AGENTES ANTICOLINÉRGICOS SINTÉTICOS EN COMBINACIÓN CON PSICOLÉPTICOS;A03CA30;EMEPRONIO Y PSICOLÉPTICOS
A;TRACTO ALIMENTARIO Y METABOLISMO;A03C;ANTIESPASMÓDICOS EN COMBINACIÓN CON PSICOLÉPTICOS;A03CA;AGENTES ANTICOLINÉRGICOS SINTÉTICOS EN COMBINACIÓN CON PSICOLÉPTICOS;A03CA34;PROPANTELINA Y PSICOLÉPTICOS
A;TRACTO ALIMENTARIO Y METABOLISMO;A03C;ANTIESPASMÓDICOS EN COMBINACIÓN CON PSICOLÉPTICOS;A03CB;BELLADONA Y DERIVADOS EN COMBINACIÓN CON PSICOLÉPTICOS;A03CB01;METILESCOPOLAMINA Y PSICOLÉPTICOS
A;TRACTO ALIMENTARIO Y METABOLISMO;A03C;ANTIESPASMÓDICOS EN COMBINACIÓN CON PSICOLÉPTICOS;A03CB;BELLADONA Y DERIVADOS EN COMBINACIÓN CON PSICOLÉPTICOS;A03CB02;BELLADONA, ALCALOIDES TOTALES DE Y PSICOLÉPTICOS
A;TRACTO ALIMENTARIO Y METABOLISMO;A03C;ANTIESPASMÓDICOS EN COMBINACIÓN CON PSICOLÉPTICOS;A03CB;BELLADONA Y DERIVADOS EN COMBINACIÓN CON PSICOLÉPTICOS;A03CB03;ATROPINA Y PSICOLÉPTICOS
A;TRACTO ALIMENTARIO Y METABOLISMO;A03C;ANTIESPASMÓDICOS EN COMBINACIÓN CON PSICOLÉPTICOS;A03CB;BELLADONA Y DERIVADOS EN COMBINACIÓN CON PSICOLÉPTICOS;A03CB04;METILHOMATROPINA Y PSICOLÉPTICOS
A;TRACTO ALIMENTARIO Y METABOLISMO;A03C;ANTIESPASMÓDICOS EN COMBINACIÓN CON PSICOLÉPTICOS;A03CB;BELLADONA Y DERIVADOS EN COMBINACIÓN CON PSICOLÉPTICOS;A03CB31;HIOSCIAMINA Y PSICOLÉPTICOS
A;TRACTO ALIMENTARIO Y METABOLISMO;A03D;ANTIESPASMÓDICOS EN COMBINACIÓN CON ANALGÉSICOS;A03DA;AGENTES ANTICOLINÉRGICOS SINTÉTICOS EN COMBINACIÓN CON ANALGÉSICOS;A03DA01;TROPENZOLINA Y ANALGÉSICOS
A;TRACTO ALIMENTARIO Y METABOLISMO;A03D;ANTIESPASMÓDICOS EN COMBINACIÓN CON ANALGÉSICOS;A03DA;AGENTES ANTICOLINÉRGICOS SINTÉTICOS EN COMBINACIÓN CON ANALGÉSICOS;A03DA02;PITOFENONA Y ANALGÉSICOS
A;TRACTO ALIMENTARIO Y METABOLISMO;A03D;ANTIESPASMÓDICOS EN COMBINACIÓN CON ANALGÉSICOS;A03DA;AGENTES ANTICOLINÉRGICOS SINTÉTICOS EN COMBINACIÓN CON ANALGÉSICOS;A03DA03;BEVONIO Y ANALGÉSICOS
A;TRACTO ALIMENTARIO Y METABOLISMO;A03D;ANTIESPASMÓDICOS EN COMBINACIÓN CON ANALGÉSICOS;A03DA;AGENTES ANTICOLINÉRGICOS SINTÉTICOS EN COMBINACIÓN CON ANALGÉSICOS;A03DA04;CICLONIO Y ANALGÉSICOS
A;TRACTO ALIMENTARIO Y METABOLISMO;A03D;ANTIESPASMÓDICOS EN COMBINACIÓN CON ANALGÉSICOS;A03DA;AGENTES ANTICOLINÉRGICOS SINTÉTICOS EN COMBINACIÓN CON ANALGÉSICOS;A03DA05;CAMILOFINA Y ANALGÉSICOS
A;TRACTO ALIMENTARIO Y METABOLISMO;A03D;ANTIESPASMÓDICOS EN COMBINACIÓN CON ANALGÉSICOS;A03DA;AGENTES ANTICOLINÉRGICOS SINTÉTICOS EN COMBINACIÓN CON ANALGÉSICOS;A03DA06;TROSPIO Y ANALGÉSICOS
A;TRACTO ALIMENTARIO Y METABOLISMO;A03D;ANTIESPASMÓDICOS EN COMBINACIÓN CON ANALGÉSICOS;A03DA;AGENTES ANTICOLINÉRGICOS SINTÉTICOS EN COMBINACIÓN CON ANALGÉSICOS;A03DA07;TIEMONIO, IODURO DE, Y ANALGÉSICOS
A;TRACTO ALIMENTARIO Y METABOLISMO;A03D;ANTIESPASMÓDICOS EN COMBINACIÓN CON ANALGÉSICOS;A03DB;BELLADONA Y DERIVADOS EN COMBINACIÓN CON ANALGÉSICOS;A03DB04;BUTILESCOPOLAMINA Y ANALGÉSICOS
A;TRACTO ALIMENTARIO Y METABOLISMO;A03F;PROPULSIVOS;A03FA;PROPULSIVOS;A03FA01;METOCLOPRAMIDA
A;TRACTO ALIMENTARIO Y METABOLISMO;A03F;PROPULSIVOS;A03FA;PROPULSIVOS;A03FA02;CISAPRIDA
A;TRACTO ALIMENTARIO Y METABOLISMO;A03F;PROPULSIVOS;A03FA;PROPULSIVOS;A03FA03;DOMPERIDONA
A;TRACTO ALIMENTARIO Y METABOLISMO;A03F;PROPULSIVOS;A03FA;PROPULSIVOS;A03FA04;BROMOPRIDA
A;TRACTO ALIMENTARIO Y METABOLISMO;A03F;PROPULSIVOS;A03FA;PROPULSIVOS;A03FA05;ALIZAPRIDA
A;TRACTO ALIMENTARIO Y METABOLISMO;A03F;PROPULSIVOS;A03FA;PROPULSIVOS;A03FA06;CLEBOPRIDA
A;TRACTO ALIMENTARIO Y METABOLISMO;A04A;ANTIEMÉTICOS Y ANTINAUSEOSOS;A04AA;ANTAGONISTAS DE RECEPTORES DE SEROTONINA (5-HT3);A04AA01;ONDANSETRÓN
A;TRACTO ALIMENTARIO Y METABOLISMO;A04A;ANTIEMÉTICOS Y ANTINAUSEOSOS;A04AA;ANTAGONISTAS DE RECEPTORES DE SEROTONINA (5-HT3);A04AA02;GRANISETRÓN
A;TRACTO ALIMENTARIO Y METABOLISMO;A04A;ANTIEMÉTICOS Y ANTINAUSEOSOS;A04AA;ANTAGONISTAS DE RECEPTORES DE SEROTONINA (5-HT3);A04AA03;TROPISETRÓN
A;TRACTO ALIMENTARIO Y METABOLISMO;A04A;ANTIEMÉTICOS Y ANTINAUSEOSOS;A04AA;ANTAGONISTAS DE RECEPTORES DE SEROTONINA (5-HT3);A04AA04;DOLASETRÓN
A;TRACTO ALIMENTARIO Y METABOLISMO;A04A;ANTIEMÉTICOS Y ANTINAUSEOSOS;A04AA;ANTAGONISTAS DE RECEPTORES DE SEROTONINA (5-HT3);A04AA05;PALONOSETRÓN
A;TRACTO ALIMENTARIO Y METABOLISMO;A04A;ANTIEMÉTICOS Y ANTINAUSEOSOS;A04AD;OTROS ANTIEMÉTICOS;A04AD01;ESCOPOLAMINA
A;TRACTO ALIMENTARIO Y METABOLISMO;A04A;ANTIEMÉTICOS Y ANTINAUSEOSOS;A04AD;OTROS ANTIEMÉTICOS;A04AD02;OXALATO DE CERIO
A;TRACTO ALIMENTARIO Y METABOLISMO;A04A;ANTIEMÉTICOS Y ANTINAUSEOSOS;A04AD;OTROS ANTIEMÉTICOS;A04AD04;CLOROBUTANOL
A;TRACTO ALIMENTARIO Y METABOLISMO;A04A;ANTIEMÉTICOS Y ANTINAUSEOSOS;A04AD;OTROS ANTIEMÉTICOS;A04AD05;METOPIMAZINA
A;TRACTO ALIMENTARIO Y METABOLISMO;A04A;ANTIEMÉTICOS Y ANTINAUSEOSOS;A04AD;OTROS ANTIEMÉTICOS;A04AD10;DRONABINOL
A;TRACTO ALIMENTARIO Y METABOLISMO;A04A;ANTIEMÉTICOS Y ANTINAUSEOSOS;A04AD;OTROS ANTIEMÉTICOS;A04AD11;NABILONA
A;TRACTO ALIMENTARIO Y METABOLISMO;A04A;ANTIEMÉTICOS Y ANTINAUSEOSOS;A04AD;OTROS ANTIEMÉTICOS;A04AD12;APREPITANT
A;TRACTO ALIMENTARIO Y METABOLISMO;A04A;ANTIEMÉTICOS Y ANTINAUSEOSOS;A04AD;OTROS ANTIEMÉTICOS;A04AD13;CASOPITANT
A;TRACTO ALIMENTARIO Y METABOLISMO;A04A;ANTIEMÉTICOS Y ANTINAUSEOSOS;A04AD;OTROS ANTIEMÉTICOS;A04AD51;ESCOPOLAMINA, COMBINACIONES
A;TRACTO ALIMENTARIO Y METABOLISMO;A04A;ANTIEMÉTICOS Y ANTINAUSEOSOS;A04AD;OTROS ANTIEMÉTICOS;A04AD54;CLOROBUTANOL, COMBINACIONES
A;TRACTO ALIMENTARIO Y METABOLISMO;A05A;TERAPIA BILIAR;A05AA;PREPARADOS CON ÁCIDOS BILIARES;A05AA01;ÁCIDO QUENODEOXICÓLICO
A;TRACTO ALIMENTARIO Y METABOLISMO;A05A;TERAPIA BILIAR;A05AA;PREPARADOS CON ÁCIDOS BILIARES;A05AA02;ÁCIDO URSODEOXICÓLICO
A;TRACTO ALIMENTARIO Y METABOLISMO;A05A;TERAPIA BILIAR;A05AA;PREPARADOS CON ÁCIDOS BILIARES;A05AA03;ÁCIDO CÓLICO
A;TRACTO ALIMENTARIO Y METABOLISMO;A05A;TERAPIA BILIAR;A05AB;PREPARADOS PARA LA TERAPIA DEL TRACTO BILIAR;A05AB01;NICOTINIL METILAMIDA
A;TRACTO ALIMENTARIO Y METABOLISMO;A05A;TERAPIA BILIAR;A05AX;OTRAS DROGAS PARA TERAPIA BILIAR;A05AX01;PIPROZOLINA
A;TRACTO ALIMENTARIO Y METABOLISMO;A05A;TERAPIA BILIAR;A05AX;OTRAS DROGAS PARA TERAPIA BILIAR;A05AX02;HIMECROMONA
